filename,duration_ms,tempo,loudness,energy,danceability,acousticness,speechiness,instrumentalness,valence,key,mode,time_signature,spectral_contrast,zcr,spec_centroid,spec_bandwidth,Artist,Url_spotify,Track,Album,Album_type,Uri,Url_youtube,Title,Channel,Licensed,official_video,video_id,Views,Likes,Comments,Track_URL_Spotify,Spotify_Track_Popularity
"''LET'S GO 3'' DJ GBR, IG, Ryan SP, Marks, Don Juan, MC Paiva, PH, Luki, MC GP (GR6 Explode).opus",273020.2291666666,[117.1875],-12.807058,0.19499987,0.9969096408598566,0.4611637711837375,0.0434523630182265,0.4411251155874074,[0.44129461],0.0,0.0,3.0,23.810753848136333,0.0718613183578488,3012.571205542338,2820.636372767354,Mc IG,https://open.spotify.com/artist/2q9wk5fkeU2C9CgCKdh4AN,"Let's Go 3 (feat. MC Marks, Mc Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)","Let's Go 3 (feat. MC Marks, Mc Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)",single,spotify:track:6kNZdlmjH4BQnSUfHeJIuc,https://www.youtube.com/watch?v=sj-pRriVRJI,"''LET'S GO 3'' DJ GBR, IG, Ryan SP, Marks, Don Juan, MC Paiva, PH, Luki, MC GP (GR6 Explode)",GR6 EXPLODE,False,False,sj-pRriVRJI,90611476.0,535266.0,9675.0,https://open.spotify.com/track/6kNZdlmjH4BQnSUfHeJIuc,58.0
''PERFUME DE GARDENIAS'' Sonora Santanera.wmv.opus,98522.27083333334,[193.96551724],-15.375715,0.158575,0.9962554979059668,0.5290549946936154,0.0305215541018116,0.5129074140502405,[0.61982163],7.0,1.0,3.0,23.75615761496071,0.0572373250920212,2556.4198695020605,2598.896902691248,La Sonora Santanera,https://open.spotify.com/artist/3CsPxFJGyNa9ep79CFWN77,Perfume de Gardenias,20 Exitos,album,spotify:track:1ICqpf7OYjH09oepUWopUm,https://www.youtube.com/watch?v=-eG_lr7i-ek,''PERFUME DE GARDENIAS'' Sonora Santanera.wmv,ajolotillootravez,False,False,-eG_lr7i-ek,58820412.0,167297.0,5614.0,https://open.spotify.com/track/1ICqpf7OYjH09oepUWopUm,60.0
"''Tujhe Bhula Diya＂ (Full Song) Anjaana Anjaani ｜ Ranbir Kapoor, Priyanka Chopra.opus",258414.89583333337,[130.81395349],-17.049139,0.12697531,0.994747800770266,0.5372762803797377,0.0197852964910702,0.5266461098748052,[0.40942441],6.0,0.0,3.0,23.87993206747592,0.0390739275588702,2503.857718199668,3390.0639825187477,Shekhar Ravjiani,https://open.spotify.com/artist/4xd7mLI7urqrxELaXhAvzw,Tujhe Bhula Diya,Anjaana Anjaani,album,spotify:track:4r8JqkhpTb5tzSKKHnVJIJ,https://www.youtube.com/watch?v=-Hb2DeHvvEg,"''Tujhe Bhula Diya"" (Full Song) Anjaana Anjaani | Ranbir Kapoor, Priyanka Chopra",T-Series,True,True,-Hb2DeHvvEg,162737892.0,1617865.0,28417.0,https://open.spotify.com/track/4r8JqkhpTb5tzSKKHnVJIJ,70.0
"'Tumse Hi Tumse' (Full Song) ｜ Anjaana Anjaani ｜ Feat. Ranbir Kapoor, Priyanka Chopra.opus",133514.75,[95.33898305],-22.626377,0.062328245,0.9953697003243814,0.4638926097603545,0.0262532854219359,0.4517139046711891,[0.35673278],10.0,0.0,3.0,23.304051383315844,0.0516551088307836,2993.384364568477,3713.268876837402,Caralisa Monteiro,https://open.spotify.com/artist/2Yf4MRVpt0rcAd5y5h5ph1,Tumse Hi Tumse,Anjaana Anjaani,album,spotify:track:6qNyL8lZuqFmy9ginJRQOZ,https://www.youtube.com/watch?v=KWCLOpaZeLc,"'Tumse Hi Tumse' (Full Song) | Anjaana Anjaani | Feat. Ranbir Kapoor, Priyanka Chopra",T-Series,True,True,KWCLOpaZeLc,21952798.0,178293.0,4249.0,https://open.spotify.com/track/6qNyL8lZuqFmy9ginJRQOZ,55.0
(live) keshi - like I need u.opus,96014.52083333334,[119.68085106],-25.559866,0.041532546,0.9969687498350526,0.6461004291765886,0.0159974716401574,0.6357644558841427,[0.27668317],9.0,1.0,3.0,22.961638719868184,0.031314493046684,1849.4733092176768,2663.6724490759693,keshi,https://open.spotify.com/artist/3pc0bOVB5whxmD50W79wwO,like i need u,THE REAPER,single,spotify:track:7ivYWXqrPLs66YwakDuSim,https://www.youtube.com/watch?v=LoTv4f_1sww,(live) keshi - like I need u,keshi,True,True,LoTv4f_1sww,2682883.0,99553.0,2131.0,https://open.spotify.com/track/7ivYWXqrPLs66YwakDuSim,67.0
"(willy colon el gran varon,(original).mpeg.opus",206513.5,[93.75],-13.886947,0.17307869,0.9950853622543776,0.5518362645848902,0.0269315701987517,0.5369744474870053,[0.28265633],2.0,1.0,3.0,23.835018907582924,0.0536334873828185,2412.0006583746353,2744.210597974789,Willie Colón,https://open.spotify.com/artist/7x5Slu7yTE5icZjNsc3OzW,El Gran Varón,Greatest Hits,compilation,spotify:track:22nCrqu1Bd7abghLtJrf6w,https://www.youtube.com/watch?v=y8SeNGy4_i0,"(willy colon el gran varon,(original).mpeg",fernel17,False,False,y8SeNGy4_i0,823497.0,6869.0,406.0,https://open.spotify.com/track/3TyMFBLPobtMaH8oeY0sMP,54.0
(여자)아이들((G)I-DLE) - 'MY BAG' (Choreography Practice Video).opus,83522.1875,[93.75],-9.025136,0.31684437,0.9970385233513038,0.4317185776234665,0.0416120172565908,0.413753896721408,[0.37791848],3.0,1.0,3.0,21.611689855729782,0.0615653382789554,3224.9043202111425,3588.2119520685796,(G)I-DLE,https://open.spotify.com/artist/2AfmfGFbe0A0WsTYm0SDTx,MY BAG,I NEVER DIE,album,spotify:track:1t8sqIScEIP0B4bQzBuI2P,https://www.youtube.com/watch?v=Si5pQHRRH5w,(여자)아이들((G)I-DLE) - 'MY BAG' (Choreography Practice Video),(G)I-DLE (여자)아이들 (Official YouTube Channel),True,True,Si5pQHRRH5w,115837618.0,1321524.0,17895.0,https://open.spotify.com/track/7EWjUkNJWtRJgpnV5j4nOf,61.0
(여자)아이들((G)I-DLE) - 'Nxde' Official Music Video.opus,91509.85416666669,[137.19512195],-9.112386,0.32173258,0.9959045773380876,0.4189117009154123,0.0369101025989753,0.4034496270547131,[0.56944916],4.0,1.0,3.0,22.559703528557012,0.0732359843932109,3320.5213143912565,3403.4800573385587,(G)I-DLE,https://open.spotify.com/artist/2AfmfGFbe0A0WsTYm0SDTx,Nxde,I love,single,spotify:track:6NnCWIWV740gP7DQ8kqdIE,https://www.youtube.com/watch?v=fCO7f0SmrDc,(여자)아이들((G)I-DLE) - 'Nxde' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),True,True,fCO7f0SmrDc,371479979.0,4184287.0,116323.0,https://open.spotify.com/track/7N1X5WzBTCoDh4ocuPlZUC,68.0
(여자)아이들((G)I-DLE) - 'TOMBOY' Official Music Video.opus,98522.27083333334,[125.],-8.886308,0.33211794,0.9947884540036732,0.469389982511189,0.0293466313633619,0.4556149677287782,[0.46171394],8.0,0.0,3.0,22.253774722396436,0.0580468982590397,2954.9692425669828,3351.387611919936,(G)I-DLE,https://open.spotify.com/artist/2AfmfGFbe0A0WsTYm0SDTx,TOMBOY,I NEVER DIE,album,spotify:track:0IGUXY4JbK18bu9oD4mPIm,https://www.youtube.com/watch?v=Jh4QFaPmdss,(여자)아이들((G)I-DLE) - 'TOMBOY' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),True,True,Jh4QFaPmdss,378617819.0,4039943.0,187160.0,https://open.spotify.com/track/5L7MoCA875qqRJoKnGCxkE,68.0
01 - Moritz macht das Spiel (Teil 08).opus,37500.229166666664,[125.],-20.270214,0.07643485,0.9970583055598852,0.2782388908799018,0.0646532493300706,0.2602498424945212,[0.71196206],4.0,0.0,3.0,23.448809418769287,0.1276979066677332,4556.5572055781795,3740.851005830501,Teufelskicker,https://open.spotify.com/artist/752p3IcSA76CVOvqoGcFWH,96 - Tausendundein Tor! - Teil 08,Folge 96: Tausendundein Tor!,album,spotify:track:6fsyfaiWEMyj673IhR669G,https://www.youtube.com/watch?v=NxZJcO5EBwA,01 - Moritz macht das Spiel (Teil 08),Teufelskicker - Topic,True,True,NxZJcO5EBwA,27360.0,79.0,0.0,https://open.spotify.com/track/6fsyfaiWEMyj673IhR669G,26.0
"04 - YSY A - CUÁNTO VALE HACER EL AMOR？ ( PROD. LISAN, ONIRIA ).opus",79017.52083333334,[104.16666667],-11.716438,0.2151161,0.9949234125769368,0.504515908244028,0.0262115459135365,0.4912917663509801,[0.35371285],1.0,0.0,3.0,22.615717799637473,0.0512496256158882,2716.5146715371284,3120.3053384409004,YSY A,https://open.spotify.com/artist/2qWK8K2Jfh67UqtwY8tCW6,CUÁNTO VALE HACER EL AMOR?,YSYSMO,album,spotify:track:2AAiUwUnxOY0sZYRLGkW9H,https://www.youtube.com/watch?v=IOYws65z_0Y,"04 - YSY A - CUÁNTO VALE HACER EL AMOR? ( PROD. LISAN, ONIRIA )",YSY A,True,True,IOYws65z_0Y,32649342.0,134391.0,1251.0,https://open.spotify.com/track/2AAiUwUnxOY0sZYRLGkW9H,58.0
04_30.opus,98011.4375,[106.13207547],-11.086433,0.23869583,0.99567500714,0.558422658294272,0.0211959802688893,0.5465863426473658,[0.31454132],2.0,1.0,3.0,21.875223758584777,0.0401056970290564,2370.9426036708383,2952.685970513578,Ufo361,https://open.spotify.com/artist/5pVRwX5ZQR7hfJ18w8ZYkl,04:30,WAVE,album,spotify:track:3rl8q9HPOEw6zo6G1KQGfq,https://www.youtube.com/watch?v=uJaEcJTPEdg,04:30,Ufo361 - Topic,True,True,uJaEcJTPEdg,15342742.0,130543.0,2135.0,https://open.spotify.com/track/3rl8q9HPOEw6zo6G1KQGfq,60.0
05 - YSY A - A POR TODO (PROD. ONIRIA).opus,83522.1875,[165.44117647],-10.68079,0.258,0.9958249645856307,0.5266559417219674,0.0190895721128952,0.5166023051437811,[0.53186365],4.0,1.0,3.0,22.64516896024858,0.0370681600968905,2571.856231062154,3354.495037880928,YSY A,https://open.spotify.com/artist/2qWK8K2Jfh67UqtwY8tCW6,A POR TODO,YSYSMO,album,spotify:track:5w8dx6u3KGawHWZAJoqyKM,https://www.youtube.com/watch?v=wfusZNj-jic,05 - YSY A - A POR TODO (PROD. ONIRIA),YSY A,True,True,wfusZNj-jic,45888082.0,224594.0,2742.0,https://open.spotify.com/track/5w8dx6u3KGawHWZAJoqyKM,60.0
070 Shake - Guilty Conscience (Official Video).opus,116006.89583333331,[89.28571429],-12.36685,0.20296024,0.9938263742521412,0.5714224238048096,0.0222445014846138,0.5587114168501419,[0.25566568],7.0,1.0,3.0,23.017433257047493,0.0435297167358173,2290.7644840024595,2812.780609678282,070 Shake,https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI,Guilty Conscience,Modus Vivendi,album,spotify:track:0smgkpVia3VCXgY4qhVJvp,https://www.youtube.com/watch?v=X0t8zeEiqEY,070 Shake - Guilty Conscience (Official Video),070ShakeVEVO,True,True,X0t8zeEiqEY,13771301.0,356781.0,6531.0,https://open.spotify.com/track/0smgkpVia3VCXgY4qhVJvp,57.0
1 Sprecher ｜ 8 Rollen – Santiago Ziesmer.opus,68011.25,[96.98275862],-33.85785,0.015161415,0.9930078596210864,0.4107085552809102,0.0823988613644952,0.3768666379731064,[0.41010363],0.0,1.0,3.0,21.13201569061564,0.0915621140916575,3382.89927979823,2963.199509848399,Santiago Ziesmer,https://open.spotify.com/artist/5isi7xwETQC1HbzQSaOufS,Kapitel 1 & Kapitel 2.1 - Die kleine Hexe - Das Hörspiel,Die kleine Hexe - Das Hörspiel,album,spotify:track:0YWzxq9RF3YW3cVlx20tnA,https://www.youtube.com/watch?v=OL4E373EqYU,1 Sprecher | 8 Rollen – Santiago Ziesmer,der märz hase,False,False,OL4E373EqYU,200989.0,3030.0,213.0,https://open.spotify.com/track/0YWzxq9RF3YW3cVlx20tnA,26.0
10 - Ebru Gündeş - Cennet (Lyric Video).opus,106509.9375,[181.4516129],-11.210755,0.23777531,0.9962890035612278,0.4790142913556606,0.0270959505938905,0.4660349437833201,[0.65514435],5.0,1.0,3.0,21.586628240061664,0.0532574706151111,2888.4586585191573,3485.663419888282,Ebru Gündeş,https://open.spotify.com/artist/5AboYJAlMb9FGadTTDKRoN,Cennet,Âşık,album,spotify:track:6JyMiVVXptfohf6S2zaAXv,https://www.youtube.com/watch?v=6dGL2PBNHbE,10 - Ebru Gündeş - Cennet (Lyric Video),Ebru Gündeş,True,True,6dGL2PBNHbE,152282079.0,348283.0,6461.0,https://open.spotify.com/track/6JyMiVVXptfohf6S2zaAXv,62.0
10 - YSY A - CÓMO CHILLA ELLA ( PROD. EVLAY ).opus,67500.41666666667,[127.84090909],-12.890039,0.18710256,0.996510973568142,0.4313725821240716,0.0366442199190688,0.4155652703576605,[0.51575181],0.0,1.0,3.0,22.084098250800153,0.0720621809083188,3227.4602086732675,3341.8741657599303,YSY A,https://open.spotify.com/artist/2qWK8K2Jfh67UqtwY8tCW6,CÓMO CHILLA ELLA,YSYSMO,album,spotify:track:0W3TCDzYM7xFrZSaXnQvs4,https://www.youtube.com/watch?v=rKSmaJJER9w,10 - YSY A - CÓMO CHILLA ELLA ( PROD. EVLAY ),YSY A,True,True,rKSmaJJER9w,43434054.0,292633.0,2758.0,https://open.spotify.com/track/0W3TCDzYM7xFrZSaXnQvs4,63.0
"10 Schlangen, die sich mit dem falschen Gegner angelegt haben.opus",248013.5,[127.84090909],-20.789278,0.07490303,0.9973516948766824,0.4254004426753076,0.0305120405618792,0.4124206071133572,[0.52283949],2.0,0.0,3.0,22.979946324737934,0.0592476336040985,3271.813315600208,3527.829814101212,TKKG,https://open.spotify.com/artist/61qDotnjM0jnY5lkfOP7ve,225 - Tanz mit der Giftschlange - Teil 01,Folge 225: Tanz mit der Giftschlange,album,spotify:track:6TcYIjfdtWDsbFQCwBqFk3,https://www.youtube.com/watch?v=DqQdUtMOpcA,"10 Schlangen, die sich mit dem falschen Gegner angelegt haben",WEISE EULE,True,True,DqQdUtMOpcA,698595.0,10683.0,165.0,https://open.spotify.com/track/6TcYIjfdtWDsbFQCwBqFk3,30.0
112 - Cupid (Official Music Video).opus,128011.625,[175.78125],-21.315712,0.06510326,0.9944625198531742,0.4083344140508232,0.0387147812773683,0.3925258365228232,[0.7473174],10.0,1.0,3.0,22.989578293105417,0.0684974135170179,3401.1245107484688,3751.7232835372392,112,https://open.spotify.com/artist/7urq0VfqxEYEEiZUkebXT4,Cupid,112,album,spotify:track:3kVIFDE3G89I2RPVkiRaRj,https://www.youtube.com/watch?v=8dtzMPApA4M,112 - Cupid (Official Music Video),Bad Boy Entertainment,True,True,8dtzMPApA4M,44660882.0,329968.0,7376.0,https://open.spotify.com/track/3kVIFDE3G89I2RPVkiRaRj,65.0
112 - Peaches And Cream (Official Music Video).opus,109017.6875,[102.27272727],-14.935465,0.14476477,0.9966690070367942,0.3669049446802497,0.0436241013586915,0.3508990461845134,[0.47720758],7.0,1.0,3.0,21.9099166266095,0.0765766979441835,3732.823730261307,3648.3313466556697,112,https://open.spotify.com/artist/7urq0VfqxEYEEiZUkebXT4,Peaches & Cream,Part III,album,spotify:track:2SLZ2rX5773RS16mcqBxG7,https://www.youtube.com/watch?v=wl2NCXzg1FQ,112 - Peaches And Cream (Official Music Video),Bad Boy Entertainment,True,True,wl2NCXzg1FQ,44427981.0,327084.0,6365.0,https://open.spotify.com/track/2SLZ2rX5773RS16mcqBxG7,63.0
112 Dance With Me.opus,127013.16666666666,[102.27272727],-9.225219,0.30220428,0.995851280453889,0.5261268209444876,0.0264983679987115,0.5121853188291083,[0.32922446],10.0,0.0,3.0,22.641708706493755,0.0523938328618365,2575.2668557030515,3030.313556064564,112,https://open.spotify.com/artist/7urq0VfqxEYEEiZUkebXT4,Dance With Me,Part III,album,spotify:track:6uRH1qMz30ZBwwUG0IYE5s,https://www.youtube.com/watch?v=_L47fnApJdk,112 Dance With Me,ryan75015,False,False,_L47fnApJdk,11468318.0,62019.0,1710.0,https://open.spotify.com/track/6uRH1qMz30ZBwwUG0IYE5s,66.0
"16 Waltzes, Op. 39 (Version for Piano Duet) ： No. 15 in A-Flat Major.opus",81803.91666666667,[152.02702703],-35.531593,0.013468728,0.9966971949793048,0.8870063706811151,0.0090356328535729,0.8789917067768603,[0.10782349],4.0,0.0,3.0,21.687384735403192,0.0178006844850065,567.391157035941,929.8385986425012,Johannes Brahms,https://open.spotify.com/artist/5wTAi7QkpP6kp8a54lmTOq,"16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major","Brahms: Hungarian Dances No. 1-21; Waltzes, Op. 39 for Piano for Four Hands",album,spotify:track:70p8XG5Xgjk7OXnt3R2gIb,https://www.youtube.com/watch?v=QSWDUcuiihQ,"16 Waltzes, Op. 39 (Version for Piano Duet) : No. 15 in A-Flat Major",Yaara Tal - Topic,True,True,QSWDUcuiihQ,3773.0,58.0,0.0,https://open.spotify.com/track/70p8XG5Xgjk7OXnt3R2gIb,53.0
187 Strassenbande - HaifischNikez Allstars (Official Video).opus,98522.27083333334,[117.1875],-10.466185,0.25338456,0.9949825147269672,0.4213970121652358,0.0367431110079311,0.405913574968838,[0.48366216],3.0,1.0,3.0,21.96895244998407,0.0726017709855743,3301.8003472435184,3381.825103540078,LX,https://open.spotify.com/artist/10XY9PZCJKzUFzZOdtlQLU,HaifischNikez Allstars,HaifischNikez Allstars,single,spotify:track:0kLA41xkWzzYzMIEGFuDkP,https://www.youtube.com/watch?v=1QTOpTZRvnU,187 Strassenbande - HaifischNikez Allstars (Official Video),CrhymeTV,True,True,1QTOpTZRvnU,59108698.0,576098.0,23218.0,https://open.spotify.com/track/0kLA41xkWzzYzMIEGFuDkP,54.0
1985 (INSIDE OUTTAKES) Unofficial Music Video.opus,73514.39583333334,[156.25],-13.112255,0.20516255,0.9965455593244732,0.5594849365733591,0.0248526420453168,0.5455802577149546,[0.46178682],11.0,1.0,3.0,22.7202877069754,0.0474724573101059,2364.3485179423087,2662.338175262247,Bo Burnham,https://open.spotify.com/artist/2Waw2sSbqvAwK8NwACNjVo,1985,THE INSIDE OUTTAKES,album,spotify:track:0yNiaePZow0ycdrmLV0J7y,https://www.youtube.com/watch?v=7BwqflkkeEg,1985 (INSIDE OUTTAKES) Unofficial Music Video,Adventures,False,False,7BwqflkkeEg,1515575.0,49163.0,1841.0,https://open.spotify.com/track/0yNiaePZow0ycdrmLV0J7y,68.0
1NONLY - SHAKIRA! Ft. Egovert (Official Lyric Video).opus,67500.41666666667,[90.72580645],-13.087268,0.18966317,0.9930897293909676,0.6302307158648771,0.0221837270928681,0.6162498496585878,[0.22009843],8.0,0.0,3.0,22.09161175924086,0.0439747837336072,1940.779077240048,2095.115854992584,1nonly,https://open.spotify.com/artist/3ZHU5AKrUmIPnCFfr82QER,Shakira!,Shakira!,single,spotify:track:1zCQXSnLkfXq3TzMLr6pWf,https://www.youtube.com/watch?v=33C7D7sBmCQ,1NONLY - SHAKIRA! Ft. Egovert (Official Lyric Video),Dimanism,False,False,33C7D7sBmCQ,7741571.0,177734.0,1810.0,https://open.spotify.com/track/0GVivC0FTf3ttUlmLjWsyY,65.0
